agency_cd	site_no	datetime	61181_00065_00003	61181_00065_00003_cd
USGS	07374525	2012-06-20	8.71	A
USGS	07374525	2012-06-21	8.85	A
USGS	07374525	2012-06-22	8.98	A
USGS	07374525	2012-06-23	9.13	A
USGS	07374525	2012-06-24	9.52	A
USGS	07374525	2012-06-25	9.66	A
USGS	07374525	2012-06-26	9.09	A
USGS	07374525	2012-06-27	8.72	A
USGS	07374525	2012-06-28	8.43	A
USGS	07374525	2012-06-29	8.22	A
USGS	07374525	2012-06-30	8.19	A
USGS	07374525	2012-07-01	8.16	A
USGS	07374525	2012-07-02	7.94	A
USGS	07374525	2012-07-03	8.03	A
USGS	07374525	2012-07-04	7.99	A
USGS	07374525	2012-07-05	7.97	A
USGS	07374525	2012-07-06	7.94	A
USGS	07374525	2012-07-07	7.94	A
USGS	07374525	2012-07-08	7.85	A
USGS	07374525	2012-07-09	7.87	A
USGS	07374525	2012-07-10	7.76	A
USGS	07374525	2012-07-11	7.79	A
USGS	07374525	2012-07-12	7.88	A
USGS	07374525	2012-07-13	7.93	A
USGS	07374525	2012-07-14	8.04	A
USGS	07374525	2012-07-15	8.07	A
USGS	07374525	2012-07-16	8.04	A
USGS	07374525	2012-07-17	8.03	A
USGS	07374525	2012-07-18	8.00	A
USGS	07374525	2012-07-19	7.96	A
USGS	07374525	2012-07-20	7.96	A
USGS	07374525	2012-07-21	7.92	A
USGS	07374525	2012-07-22	8.02	A
USGS	07374525	2012-07-23	8.03	A
USGS	07374525	2012-07-24	7.97	A
USGS	07374525	2012-07-25	8.01	A
USGS	07374525	2012-07-26	8.02	A
USGS	07374525	2012-07-27	8.07	A
USGS	07374525	2012-07-28	7.89	A
USGS	07374525	2012-07-29	7.86	A
USGS	07374525	2012-07-30	7.94	A
USGS	07374525	2012-07-31	7.82	A
USGS	07374525	2012-08-01	7.81	A
USGS	07374525	2012-08-02	7.76	A
USGS	07374525	2012-08-03	7.81	A
USGS	07374525	2012-08-04	7.84	A
USGS	07374525	2012-08-05	7.80	A
USGS	07374525	2012-08-06	7.81	A
USGS	07374525	2012-08-07	8.00	A
USGS	07374525	2012-08-08	8.08	A
USGS	07374525	2012-08-09	7.98	A
USGS	07374525	2012-08-10	8.01	A
USGS	07374525	2012-08-11	7.96	A
USGS	07374525	2012-08-12	7.91	A
USGS	07374525	2012-08-13	7.92	A
USGS	07374525	2012-08-14	7.84	A
USGS	07374525	2012-08-15	7.85	A
USGS	07374525	2012-08-16	7.81	A
USGS	07374525	2012-08-17	7.87	A
USGS	07374525	2012-08-18	7.97	A
USGS	07374525	2012-08-19	7.89	A
USGS	07374525	2012-08-20	7.93	A
USGS	07374525	2012-08-21	7.91	A
USGS	07374525	2012-08-22	7.91	A
USGS	07374525	2012-08-23	7.92	A
USGS	07374525	2012-08-24	7.94	A
USGS	07374525	2012-08-25	8.11	A
USGS	07374525	2012-08-26	8.21	A
USGS	07374525	2012-08-27	8.35	A
USGS	07374525	2012-08-28	12.17	A
USGS	07374525	2012-08-29	14.01	A
USGS	07374525	2012-08-30	10.04	A
USGS	07374525	2012-08-31	8.80	A
USGS	07374525	2012-09-01	8.21	A
USGS	07374525	2012-09-02	8.06	A
USGS	07374525	2012-09-03	8.08	A
USGS	07374525	2012-09-04	7.98	A
USGS	07374525	2012-09-05	7.97	A
USGS	07374525	2012-09-06	8.01	A
USGS	07374525	2012-09-07	8.21	A
USGS	07374525	2012-09-08	8.28	A
USGS	07374525	2012-09-09	8.34	A
USGS	07374525	2012-09-10	8.17	A
USGS	07374525	2012-09-11	8.18	A
USGS	07374525	2012-09-12	8.33	A
USGS	07374525	2012-09-13	8.61	A
USGS	07374525	2012-09-14	8.65	A
USGS	07374525	2012-09-15	8.43	A
USGS	07374525	2012-09-16	8.41	A
USGS	07374525	2012-09-17	8.54	A
USGS	07374525	2012-09-18	8.28	A
USGS	07374525	2012-09-19	8.23	A
USGS	07374525	2012-09-20	7.99	A
USGS	07374525	2012-09-21	8.07	A
USGS	07374525	2012-09-22	7.86	A
USGS	07374525	2012-09-23	7.88	A
USGS	07374525	2012-09-24	7.77	A
USGS	07374525	2012-09-25	7.86	A
USGS	07374525	2012-09-26	7.90	A
USGS	07374525	2012-09-27	7.92	A
USGS	07374525	2012-09-28	7.94	A
USGS	07374525	2012-09-29	7.91	A
USGS	07374525	2012-09-30	8.28	A
USGS	07374525	2012-10-01	8.08	A
USGS	07374525	2012-10-02	7.83	A
USGS	07374525	2012-10-03	7.96	A
USGS	07374525	2012-10-04	8.00	A
USGS	07374525	2012-10-05	8.03	A
USGS	07374525	2012-10-06	8.06	A
USGS	07374525	2012-10-07	8.15	A
USGS	07374525	2012-10-08	8.17	A
USGS	07374525	2012-10-09	7.98	A
USGS	07374525	2012-10-10	7.91	A
USGS	07374525	2012-10-11	7.77	A
USGS	07374525	2012-10-12	7.86	A
USGS	07374525	2012-10-13	7.82	A
USGS	07374525	2012-10-14	7.88	A
USGS	07374525	2012-10-15	7.84	A
USGS	07374525	2012-10-16	8.15	A
USGS	07374525	2012-10-17	8.18	A
USGS	07374525	2012-10-18	8.19	A
USGS	07374525	2012-10-19	8.14	A
USGS	07374525	2012-10-20	8.05	A
USGS	07374525	2012-10-21	8.05	A
USGS	07374525	2012-10-22	8.04	A
USGS	07374525	2012-10-23	8.29	A
USGS	07374525	2012-10-24	8.28	A
USGS	07374525	2012-10-25	8.29	A
USGS	07374525	2012-10-26	8.22	A
USGS	07374525	2012-10-27	7.91	A
USGS	07374525	2012-10-28	7.75	A
USGS	07374525	2012-10-29	7.52	A
USGS	07374525	2012-10-30	7.54	A
USGS	07374525	2012-10-31	7.40	A
USGS	07374525	2012-11-01	7.60	A
USGS	07374525	2012-11-02	7.78	A
USGS	07374525	2012-11-03	7.82	A
USGS	07374525	2012-11-04	7.83	A
USGS	07374525	2012-11-05	7.88	A
USGS	07374525	2012-11-06	7.90	A
USGS	07374525	2012-11-07	7.60	A
USGS	07374525	2012-11-08	7.75	A
USGS	07374525	2012-11-09	7.54	A
USGS	07374525	2012-11-10	7.95	A
USGS	07374525	2012-11-11	8.48	A
USGS	07374525	2012-11-12	8.42	A
USGS	07374525	2012-11-13	8.58	A
USGS	07374525	2012-11-14	8.34	A
USGS	07374525	2012-11-15	8.05	A
USGS	07374525	2012-11-16	8.02	A
USGS	07374525	2012-11-17	8.04	A
USGS	07374525	2012-11-18	7.95	A
USGS	07374525	2012-11-19	7.80	A
USGS	07374525	2012-11-20	7.76	A
USGS	07374525	2012-11-21	7.77	A
USGS	07374525	2012-11-22	7.74	A
USGS	07374525	2012-11-23	7.84	A
USGS	07374525	2012-11-24	7.88	A
USGS	07374525	2012-11-25	7.99	A
USGS	07374525	2012-11-26	8.19	A
USGS	07374525	2012-11-27	8.25	A
USGS	07374525	2012-11-28	7.93	A
USGS	07374525	2012-11-29	7.95	A
USGS	07374525	2012-11-30	7.79	A
USGS	07374525	2012-12-01	7.91	A
USGS	07374525	2012-12-02	7.79	A
USGS	07374525	2012-12-03	7.84	A
USGS	07374525	2012-12-04	8.01	A
USGS	07374525	2012-12-05	7.89	A
USGS	07374525	2012-12-06	7.96	A
USGS	07374525	2012-12-07	7.94	A
USGS	07374525	2012-12-08	7.88	A
USGS	07374525	2012-12-09	7.96	A
USGS	07374525	2012-12-10	7.83	A
USGS	07374525	2012-12-11	7.70	A
USGS	07374525	2012-12-12	7.50	A
USGS	07374525	2012-12-13	7.40	A
USGS	07374525	2012-12-14	7.44	A
USGS	07374525	2012-12-15	7.66	A
USGS	07374525	2012-12-16	7.84	A
USGS	07374525	2012-12-17	8.00	A
USGS	07374525	2012-12-18	7.80	A
USGS	07374525	2012-12-19	8.01	A
USGS	07374525	2012-12-20	8.09	A
USGS	07374525	2012-12-21	7.65	A
USGS	07374525	2012-12-22	7.78	A
USGS	07374525	2012-12-23	8.00	A
USGS	07374525	2012-12-24	8.31	A
USGS	07374525	2012-12-25	8.84	A
USGS	07374525	2012-12-26	8.30	A
USGS	07374525	2012-12-27	8.36	A
USGS	07374525	2012-12-28	8.77	A
USGS	07374525	2012-12-29	8.59	A
USGS	07374525	2012-12-30	8.59	A
USGS	07374525	2012-12-31	8.67	A
USGS	07374525	2013-01-01	8.97	A
USGS	07374525	2013-01-02	9.09	A
USGS	07374525	2013-01-03	9.29	A
USGS	07374525	2013-01-04	9.38	A
USGS	07374525	2013-01-05	9.34	A
USGS	07374525	2013-01-06	9.45	A
USGS	07374525	2013-01-07	9.47	A
USGS	07374525	2013-01-08	9.58	A
USGS	07374525	2013-01-09	9.82	A
USGS	07374525	2013-01-10	9.95	A
USGS	07374525	2013-01-11	10.37	A
USGS	07374525	2013-01-12	10.46	A
USGS	07374525	2013-01-13	10.49	A
USGS	07374525	2013-01-14	10.28	A
USGS	07374525	2013-01-15	10.18	A
USGS	07374525	2013-01-16	10.24	A
USGS	07374525	2013-01-17	10.01	A
USGS	07374525	2013-01-18	10.23	A
USGS	07374525	2013-01-19	10.56	A
USGS	07374525	2013-01-20	10.92	A
USGS	07374525	2013-01-21	11.32	A
USGS	07374525	2013-01-22	11.72	A
USGS	07374525	2013-01-23	12.13	A
USGS	07374525	2013-01-24	12.43	A
USGS	07374525	2013-01-25	12.73	A
USGS	07374525	2013-01-26	12.98	A
USGS	07374525	2013-01-27	13.25	A
USGS	07374525	2013-01-28	13.53	A
USGS	07374525	2013-01-29	13.85	A
USGS	07374525	2013-01-30	14.15	A
USGS	07374525	2013-01-31	13.73	A
USGS	07374525	2013-02-01	13.80	A
USGS	07374525	2013-02-02	13.88	A
USGS	07374525	2013-02-03	13.69	A
USGS	07374525	2013-02-04	13.56	A
USGS	07374525	2013-02-05	13.32	A
USGS	07374525	2013-02-06	13.04	A
USGS	07374525	2013-02-07	12.97	A
USGS	07374525	2013-02-08	12.58	A
USGS	07374525	2013-02-09	12.52	A
USGS	07374525	2013-02-10	12.68	A
USGS	07374525	2013-02-11	12.71	A
USGS	07374525	2013-02-12	13.19	A
USGS	07374525	2013-02-13	13.27	A
USGS	07374525	2013-02-14	13.52	A
USGS	07374525	2013-02-15	13.68	A
USGS	07374525	2013-02-16	13.65	A
USGS	07374525	2013-02-17	13.73	A
USGS	07374525	2013-02-18	13.88	A
USGS	07374525	2013-02-19	13.73	A
USGS	07374525	2013-02-20	13.64	A
USGS	07374525	2013-02-21	13.49	A
USGS	07374525	2013-02-22	13.14	A
USGS	07374525	2013-02-23	13.03	A
USGS	07374525	2013-02-24	12.80	A
USGS	07374525	2013-02-25	12.89	A
USGS	07374525	2013-02-26	12.54	A
USGS	07374525	2013-02-27	11.88	A
USGS	07374525	2013-02-28	11.58	A
USGS	07374525	2013-03-01	11.31	A
USGS	07374525	2013-03-02	11.16	A
USGS	07374525	2013-03-03	10.88	A
USGS	07374525	2013-03-04	10.82	A
USGS	07374525	2013-03-05	10.68	A
USGS	07374525	2013-03-06	10.36	A
USGS	07374525	2013-03-07	10.23	A
USGS	07374525	2013-03-08	10.12	A
USGS	07374525	2013-03-09	10.27	A
USGS	07374525	2013-03-10	10.58	A
USGS	07374525	2013-03-11	10.73	A
USGS	07374525	2013-03-12	10.94	A
USGS	07374525	2013-03-13	10.78	A
USGS	07374525	2013-03-14	10.72	A
USGS	07374525	2013-03-15	10.58	A
USGS	07374525	2013-03-16	10.71	A
USGS	07374525	2013-03-17	10.94	A
USGS	07374525	2013-03-18	11.23	A
USGS	07374525	2013-03-19	11.56	A
USGS	07374525	2013-03-20	11.81	A
USGS	07374525	2013-03-21	12.02	A
USGS	07374525	2013-03-22	12.39	A
USGS	07374525	2013-03-23	12.71	A
USGS	07374525	2013-03-24	12.94	A
USGS	07374525	2013-03-25	12.90	A
USGS	07374525	2013-03-26	13.08	A
USGS	07374525	2013-03-27	13.34	A
USGS	07374525	2013-03-28	13.69	A
USGS	07374525	2013-03-29	13.95	A
USGS	07374525	2013-03-30	14.08	A
USGS	07374525	2013-03-31	14.19	A
USGS	07374525	2013-04-01	14.25	A
USGS	07374525	2013-04-02	14.26	A
USGS	07374525	2013-04-03	14.58	A
USGS	07374525	2013-04-04	14.25	A
USGS	07374525	2013-04-05	13.79	A
USGS	07374525	2013-04-06	13.58	A
USGS	07374525	2013-04-07	13.23	A
USGS	07374525	2013-04-08	12.92	A
USGS	07374525	2013-04-09	12.72	A
USGS	07374525	2013-04-10	12.45	A
USGS	07374525	2013-04-11	12.18	A
USGS	07374525	2013-04-12	11.63	A
USGS	07374525	2013-04-13	11.44	A
USGS	07374525	2013-04-14	11.74	A
USGS	07374525	2013-04-15	11.71	A
USGS	07374525	2013-04-16	11.63	A
USGS	07374525	2013-04-17	11.62	A
USGS	07374525	2013-04-18	11.78	A
USGS	07374525	2013-04-19	11.65	A
USGS	07374525	2013-04-20	11.78	A
USGS	07374525	2013-04-21	12.01	A
USGS	07374525	2013-04-22	12.33	A
USGS	07374525	2013-04-23	12.69	A
USGS	07374525	2013-04-24	13.12	A
USGS	07374525	2013-04-25	13.39	A
USGS	07374525	2013-04-26	13.87	A
USGS	07374525	2013-04-27	14.20	A
USGS	07374525	2013-04-28	14.49	A
USGS	07374525	2013-04-29	14.82	A
USGS	07374525	2013-04-30	15.08	A
USGS	07374525	2013-05-01	15.34	A
USGS	07374525	2013-05-02	15.48	A
USGS	07374525	2013-05-03	15.53	A
USGS	07374525	2013-05-04	15.44	A
USGS	07374525	2013-05-05	15.42	A
USGS	07374525	2013-05-06	15.36	A
USGS	07374525	2013-05-07	15.39	A
USGS	07374525	2013-05-08	15.39	A
USGS	07374525	2013-05-09	15.39	A
USGS	07374525	2013-05-10	15.67	A
USGS	07374525	2013-05-11	15.74	A
USGS	07374525	2013-05-12	15.72	A
USGS	07374525	2013-05-13	15.78	A
USGS	07374525	2013-05-14	15.75	A
USGS	07374525	2013-05-15	15.76	A
USGS	07374525	2013-05-16	15.79	A
USGS	07374525	2013-05-17	15.82	A
USGS	07374525	2013-05-18	15.79	A
USGS	07374525	2013-05-19	15.85	A
USGS	07374525	2013-05-20	15.93	A
USGS	07374525	2013-05-21	16.03	A
USGS	07374525	2013-05-22	16.14	A
USGS	07374525	2013-05-23	16.16	A
USGS	07374525	2013-05-24	16.13	A
USGS	07374525	2013-05-25	16.20	A
USGS	07374525	2013-05-26		
USGS	07374525	2013-05-27		
USGS	07374525	2013-05-28		
USGS	07374525	2013-05-29		
USGS	07374525	2013-05-30	16.30	A
USGS	07374525	2013-05-31	16.16	A
USGS	07374525	2013-06-01	16.02	A
USGS	07374525	2013-06-02	15.79	A
USGS	07374525	2013-06-03	15.62	A
USGS	07374525	2013-06-04	15.42	A
USGS	07374525	2013-06-05	15.30	A
USGS	07374525	2013-06-06	15.19	A
USGS	07374525	2013-06-07	15.15	A
USGS	07374525	2013-06-08	14.98	A
USGS	07374525	2013-06-09	14.96	A
USGS	07374525	2013-06-10	14.94	A
USGS	07374525	2013-06-11	14.86	A
USGS	07374525	2013-06-12	14.93	A
USGS	07374525	2013-06-13	14.92	A
USGS	07374525	2013-06-14	15.03	A
USGS	07374525	2013-06-15	15.16	A
USGS	07374525	2013-06-16	15.22	A
USGS	07374525	2013-06-17	15.27	A
USGS	07374525	2013-06-18	15.25	A
USGS	07374525	2013-06-19	15.21	A
USGS	07374525	2013-06-20	15.21	A
USGS	07374525	2013-06-21	15.18	A
USGS	07374525	2013-06-22	15.23	A
USGS	07374525	2013-06-23	15.25	A
USGS	07374525	2013-06-24	15.15	A
USGS	07374525	2013-06-25	15.08	A
USGS	07374525	2013-06-26	15.06	A
USGS	07374525	2013-06-27	15.01	A
USGS	07374525	2013-06-28	14.98	A
USGS	07374525	2013-06-29	14.97	A
USGS	07374525	2013-06-30	14.93	A
USGS	07374525	2013-07-01	14.84	A
USGS	07374525	2013-07-02	14.65	A
USGS	07374525	2013-07-03	14.47	A
USGS	07374525	2013-07-04	14.21	A
USGS	07374525	2013-07-05	14.00	A
USGS	07374525	2013-07-06	13.72	A
USGS	07374525	2013-07-07	13.32	A
USGS	07374525	2013-07-08	12.91	A
USGS	07374525	2013-07-09	12.56	A
USGS	07374525	2013-07-10	12.31	A
USGS	07374525	2013-07-11	12.12	A
USGS	07374525	2013-07-12	12.09	A
USGS	07374525	2013-07-13	12.23	A
USGS	07374525	2013-07-14	12.43	A
USGS	07374525	2013-07-15	12.71	A
USGS	07374525	2013-07-16	12.96	A
USGS	07374525	2013-07-17	13.18	A
USGS	07374525	2013-07-18	13.28	A
USGS	07374525	2013-07-19	13.48	A
USGS	07374525	2013-07-20	13.62	A
USGS	07374525	2013-07-21	13.66	A
USGS	07374525	2013-07-22	13.72	A
USGS	07374525	2013-07-23	13.64	A
USGS	07374525	2013-07-24	13.58	A
USGS	07374525	2013-07-25	13.51	A
USGS	07374525	2013-07-26	13.46	A
USGS	07374525	2013-07-27	13.29	A
USGS	07374525	2013-07-28	13.06	A
USGS	07374525	2013-07-29	12.64	A
USGS	07374525	2013-07-30	12.11	A
USGS	07374525	2013-07-31	11.51	A
USGS	07374525	2013-08-01	11.03	A
USGS	07374525	2013-08-02	10.72	A
USGS	07374525	2013-08-03	10.44	A
USGS	07374525	2013-08-04	10.02	A
USGS	07374525	2013-08-05	9.79	A
USGS	07374525	2013-08-06	9.59	A
USGS	07374525	2013-08-07	9.36	A
USGS	07374525	2013-08-08	9.31	A
USGS	07374525	2013-08-09	9.31	A
USGS	07374525	2013-08-10	9.24	A
USGS	07374525	2013-08-11	9.01	A
USGS	07374525	2013-08-12	8.97	A
USGS	07374525	2013-08-13	8.80	A
USGS	07374525	2013-08-14	8.81	A
USGS	07374525	2013-08-15	8.86	A
USGS	07374525	2013-08-16	9.10	A
USGS	07374525	2013-08-17	9.52	A
USGS	07374525	2013-08-18	9.90	A
USGS	07374525	2013-08-19	9.97	A
USGS	07374525	2013-08-20	10.30	A
USGS	07374525	2013-08-21	10.49	A
USGS	07374525	2013-08-22	10.50	A
USGS	07374525	2013-08-23	10.64	A
USGS	07374525	2013-08-24	10.74	A
USGS	07374525	2013-08-25	10.64	A
USGS	07374525	2013-08-26	10.46	A
USGS	07374525	2013-08-27	10.26	A
USGS	07374525	2013-08-28	10.00	A
USGS	07374525	2013-08-29	9.73	A
USGS	07374525	2013-08-30	9.46	A
USGS	07374525	2013-08-31	9.31	A
USGS	07374525	2013-09-01	9.15	A
USGS	07374525	2013-09-02	8.93	A
USGS	07374525	2013-09-03	8.87	A
USGS	07374525	2013-09-04	8.75	A
USGS	07374525	2013-09-05	8.61	A
USGS	07374525	2013-09-06	8.51	A
USGS	07374525	2013-09-07	8.48	A
USGS	07374525	2013-09-08	8.49	A
USGS	07374525	2013-09-09	8.52	A
USGS	07374525	2013-09-10	8.51	A
USGS	07374525	2013-09-11	8.64	A
USGS	07374525	2013-09-12	8.63	A
USGS	07374525	2013-09-13	8.67	A
USGS	07374525	2013-09-14	8.62	A
USGS	07374525	2013-09-15	8.49	A
USGS	07374525	2013-09-16	8.46	A
USGS	07374525	2013-09-17	8.52	A
USGS	07374525	2013-09-18	8.70	A
USGS	07374525	2013-09-19	8.86	A
USGS	07374525	2013-09-20	8.56	A
USGS	07374525	2013-09-21	8.69	A
USGS	07374525	2013-09-22	8.77	A
USGS	07374525	2013-09-23	8.79	A
USGS	07374525	2013-09-24	8.65	A
USGS	07374525	2013-09-25	8.53	A
USGS	07374525	2013-09-26	8.46	A
USGS	07374525	2013-09-27	8.43	A
USGS	07374525	2013-09-28	8.46	A
USGS	07374525	2013-09-29	8.43	A
USGS	07374525	2013-09-30	8.46	A
USGS	07374525	2013-10-01	8.49	A
USGS	07374525	2013-10-02	8.53	A
USGS	07374525	2013-10-03	8.76	A
USGS	07374525	2013-10-04	8.83	A
USGS	07374525	2013-10-05	8.86	A
USGS	07374525	2013-10-06	8.79	A
USGS	07374525	2013-10-07	8.59	A
USGS	07374525	2013-10-08	8.42	A
USGS	07374525	2013-10-09	8.17	A
USGS	07374525	2013-10-10	8.23	A
USGS	07374525	2013-10-11	8.21	A
USGS	07374525	2013-10-12	8.19	A
USGS	07374525	2013-10-13	8.10	A
USGS	07374525	2013-10-14	8.26	A
USGS	07374525	2013-10-15	8.55	A
USGS	07374525	2013-10-16	8.73	A
USGS	07374525	2013-10-17	8.76	A
USGS	07374525	2013-10-18	8.80	A
USGS	07374525	2013-10-19	8.87	A
USGS	07374525	2013-10-20	8.80	A
USGS	07374525	2013-10-21	8.69	A
USGS	07374525	2013-10-22	8.72	A
USGS	07374525	2013-10-23	8.42	A
USGS	07374525	2013-10-24	8.27	A
USGS	07374525	2013-10-25	8.04	A
USGS	07374525	2013-10-26	8.06	A
USGS	07374525	2013-10-27	8.02	A
USGS	07374525	2013-10-28	8.18	A
USGS	07374525	2013-10-29	8.22	A
USGS	07374525	2013-10-30	8.35	A
USGS	07374525	2013-10-31	8.68	A
USGS	07374525	2013-11-01	8.51	A
USGS	07374525	2013-11-02	8.41	A
USGS	07374525	2013-11-03	8.44	A
USGS	07374525	2013-11-04	8.32	A
USGS	07374525	2013-11-05	9.04	A
USGS	07374525	2013-11-06	8.81	A
USGS	07374525	2013-11-07	8.42	A
USGS	07374525	2013-11-08	8.75	A
USGS	07374525	2013-11-09	8.25	A
USGS	07374525	2013-11-10	8.27	A
USGS	07374525	2013-11-11	8.21	A
USGS	07374525	2013-11-12	8.32	A
USGS	07374525	2013-11-13	8.78	A
USGS	07374525	2013-11-14	8.57	A
USGS	07374525	2013-11-15	8.80	A
USGS	07374525	2013-11-16	8.91	A
USGS	07374525	2013-11-17	8.98	A
USGS	07374525	2013-11-18	8.75	A
USGS	07374525	2013-11-19	8.92	A
USGS	07374525	2013-11-20	8.82	A
USGS	07374525	2013-11-21	8.68	A
USGS	07374525	2013-11-22	8.58	A
USGS	07374525	2013-11-23	8.40	A
USGS	07374525	2013-11-24	8.86	A
USGS	07374525	2013-11-25	8.95	A
USGS	07374525	2013-11-26	9.13	A
USGS	07374525	2013-11-27	8.77	A
USGS	07374525	2013-11-28	8.74	A
USGS	07374525	2013-11-29	8.68	A
USGS	07374525	2013-11-30	9.04	A
USGS	07374525	2013-12-01	9.07	A
USGS	07374525	2013-12-02	9.17	A
USGS	07374525	2013-12-03	9.25	A
USGS	07374525	2013-12-04	9.07	A
USGS	07374525	2013-12-05	8.97	A
USGS	07374525	2013-12-06	8.95	A
USGS	07374525	2013-12-07	8.63	A
USGS	07374525	2013-12-08	8.78	A
USGS	07374525	2013-12-09	8.75	A
USGS	07374525	2013-12-10	8.82	A
USGS	07374525	2013-12-11	8.80	A
USGS	07374525	2013-12-12	8.64	A
USGS	07374525	2013-12-13	8.69	A
USGS	07374525	2013-12-14	8.84	A
USGS	07374525	2013-12-15	8.66	A
USGS	07374525	2013-12-16	8.69	A
USGS	07374525	2013-12-17	8.88	A
USGS	07374525	2013-12-18	9.29	A
USGS	07374525	2013-12-19	9.88	A
USGS	07374525	2013-12-20	10.27	A
USGS	07374525	2013-12-21	10.82	A
USGS	07374525	2013-12-22	10.98	A
USGS	07374525	2013-12-23	10.80	A
USGS	07374525	2013-12-24	10.66	A
USGS	07374525	2013-12-25	10.70	A
USGS	07374525	2013-12-26	10.87	A
USGS	07374525	2013-12-27	11.15	A
USGS	07374525	2013-12-28	11.61	A
USGS	07374525	2013-12-29	11.95	A
USGS	07374525	2013-12-30	12.23	A
USGS	07374525	2013-12-31	12.54	A
USGS	07374525	2014-01-01	12.84	A
USGS	07374525	2014-01-02	12.97	A
USGS	07374525	2014-01-03	13.18	A
USGS	07374525	2014-01-04	13.32	A
USGS	07374525	2014-01-05	13.56	A
USGS	07374525	2014-01-06	13.50	A
USGS	07374525	2014-01-07	13.58	A
USGS	07374525	2014-01-08	13.62	A
USGS	07374525	2014-01-09	13.79	A
USGS	07374525	2014-01-10	13.88	A
USGS	07374525	2014-01-11	13.82	A
USGS	07374525	2014-01-12	13.49	A
USGS	07374525	2014-01-13	13.44	A
USGS	07374525	2014-01-14	13.19	A
USGS	07374525	2014-01-15	12.69	A
USGS	07374525	2014-01-16	12.46	A
USGS	07374525	2014-01-17	12.13	A
USGS	07374525	2014-01-18	11.80	A
USGS	07374525	2014-01-19	11.63	A
USGS	07374525	2014-01-20	11.52	A
USGS	07374525	2014-01-21	11.49	A
USGS	07374525	2014-01-22	11.42	A
USGS	07374525	2014-01-23	11.50	A
USGS	07374525	2014-01-24	11.68	A
USGS	07374525	2014-01-25	11.76	A
USGS	07374525	2014-01-26	11.89	A
USGS	07374525	2014-01-27	11.99	A
USGS	07374525	2014-01-28	12.00	A
USGS	07374525	2014-01-29	11.73	A
USGS	07374525	2014-01-30	11.24	A
USGS	07374525	2014-01-31	10.75	A
USGS	07374525	2014-02-01	10.41	A
USGS	07374525	2014-02-02	10.11	A
USGS	07374525	2014-02-03	9.68	A
USGS	07374525	2014-02-04	9.55	A
USGS	07374525	2014-02-05	9.16	A
USGS	07374525	2014-02-06	8.95	A
USGS	07374525	2014-02-07	8.91	A
USGS	07374525	2014-02-08	8.95	A
USGS	07374525	2014-02-09	9.01	A
USGS	07374525	2014-02-10	9.21	A
USGS	07374525	2014-02-11	9.50	A
USGS	07374525	2014-02-12	10.15	A
USGS	07374525	2014-02-13	10.40	A
USGS	07374525	2014-02-14	10.75	A
USGS	07374525	2014-02-15	10.96	A
USGS	07374525	2014-02-16	11.16	A
USGS	07374525	2014-02-17	11.44	A
USGS	07374525	2014-02-18	11.69	A
USGS	07374525	2014-02-19	11.78	A
USGS	07374525	2014-02-20	11.73	A
USGS	07374525	2014-02-21	11.60	A
USGS	07374525	2014-02-22	11.31	A
USGS	07374525	2014-02-23	10.93	A
USGS	07374525	2014-02-24	10.55	A
USGS	07374525	2014-02-25	10.15	A
USGS	07374525	2014-02-26	10.16	A
USGS	07374525	2014-02-27	10.10	A
USGS	07374525	2014-02-28	10.04	A
USGS	07374525	2014-03-01	10.11	A
USGS	07374525	2014-03-02	10.43	A
USGS	07374525	2014-03-03	10.77	A
USGS	07374525	2014-03-04	11.14	A
USGS	07374525	2014-03-05	11.60	A
USGS	07374525	2014-03-06	11.83	A
USGS	07374525	2014-03-07	11.93	A
USGS	07374525	2014-03-08	12.07	A
USGS	07374525	2014-03-09	12.18	A
USGS	07374525	2014-03-10	12.38	A
USGS	07374525	2014-03-11	12.51	A
USGS	07374525	2014-03-12	12.57	A
USGS	07374525	2014-03-13	12.41	A
USGS	07374525	2014-03-14	12.24	A
USGS	07374525	2014-03-15	12.15	A
USGS	07374525	2014-03-16	12.21	A
USGS	07374525	2014-03-17	11.91	A
USGS	07374525	2014-03-18	11.63	A
USGS	07374525	2014-03-19	11.43	A
USGS	07374525	2014-03-20	11.32	A
USGS	07374525	2014-03-21	11.32	A
USGS	07374525	2014-03-22	11.30	A
USGS	07374525	2014-03-23	11.26	A
USGS	07374525	2014-03-24	11.36	A
USGS	07374525	2014-03-25	11.35	A
USGS	07374525	2014-03-26	11.33	A
USGS	07374525	2014-03-27	11.27	A
USGS	07374525	2014-03-28	11.50	A
USGS	07374525	2014-03-29	11.68	A
USGS	07374525	2014-03-30	11.52	A
USGS	07374525	2014-03-31	11.39	A
USGS	07374525	2014-04-01	11.33	A
USGS	07374525	2014-04-02	11.27	A
USGS	07374525	2014-04-03	11.09	A
USGS	07374525	2014-04-04	11.03	A
USGS	07374525	2014-04-05	11.12	A
USGS	07374525	2014-04-06	11.08	A
USGS	07374525	2014-04-07	11.22	A
USGS	07374525	2014-04-08	11.29	A
USGS	07374525	2014-04-09	11.29	A
USGS	07374525	2014-04-10	11.47	A
USGS	07374525	2014-04-11	11.92	A
USGS	07374525	2014-04-12	12.41	A
USGS	07374525	2014-04-13	12.95	A
USGS	07374525	2014-04-14	13.58	A
USGS	07374525	2014-04-15	13.94	A
